,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,renovated_last_20,age
1238,685100.0,4,2.5,2790,5423,2.0,0,0,3_Average,9_Better,0,16
1240,375000.0,2,1.0,1840,81892,1.0,0,0,3_Average,6_Low_Average,0,60
1241,170000.0,3,1.5,1350,81549,1.0,0,0,2_Fair,7_Average,0,49
1242,880000.0,4,2.5,3030,3841,3.0,0,0,3_Average,9_Better,0,10
1243,410500.0,4,2.5,1980,5000,2.0,0,0,3_Average,8_Good,0,7
1244,780000.0,4,2.5,3690,13609,2.0,0,1,3_Average,10_Very_Good,0,19
1245,1230000.0,5,4.5,3732,4426,2.5,0,0,3_Average,10_Very_Good,0,14
1246,449000.0,2,1.75,1510,6852,1.0,0,0,3_Average,8_Good,0,10
1247,546000.0,3,1.75,2000,5000,1.0,0,0,4_Good,7_Average,0,94
1248,317000.0,3,2.0,1760,11410,1.0,0,0,5_Very_Good,7_Average,0,38
1249,276900.0,3,1.0,1270,7566,1.0,0,0,4_Good,7_Average,0,57
1250,399000.0,5,2.0,2620,7030,1.0,0,0,3_Average,8_Good,0,50
1251,495000.0,5,2.75,2630,10165,1.0,0,0,4_Good,8_Good,0,39
1252,258000.0,3,1.75,2270,9000,1.0,0,0,4_Good,8_Good,0,37
1253,600000.0,2,2.5,2410,102366,1.0,0,0,4_Good,7_Average,0,103
1254,265000.0,3,2.75,1120,881,3.0,0,0,3_Average,8_Good,0,16
1255,321000.0,5,2.75,3030,7000,1.0,0,0,4_Good,7_Average,0,37
1256,682000.0,5,2.25,2120,4000,1.5,0,0,4_Good,7_Average,0,105
1257,295700.0,4,2.5,1720,5805,2.0,0,0,3_Average,8_Good,0,15
1258,609000.0,4,2.5,2150,37981,2.0,0,0,3_Average,9_Better,0,30
1259,995000.0,3,4.5,4380,47044,2.0,1,1,3_Average,9_Better,0,47
1260,530000.0,3,2.25,2010,11817,2.0,0,0,4_Good,8_Good,0,29
1261,614000.0,5,2.5,3150,5150,2.0,0,0,5_Very_Good,8_Good,1,108
1262,390000.0,3,2.5,2500,21780,1.0,0,0,3_Average,8_Good,0,29
1263,467000.0,3,2.5,1690,6642,2.0,0,0,3_Average,7_Average,0,11
1264,484000.0,6,2.5,3300,13501,1.0,0,0,3_Average,8_Good,0,35
1265,340000.0,3,2.5,1240,1115,3.0,0,0,3_Average,8_Good,0,12
1266,302495.0,3,2.5,2200,7201,2.0,0,0,3_Average,8_Good,0,21
1267,532500.0,3,1.75,1620,3360,1.0,0,0,5_Very_Good,7_Average,0,88
1268,441500.0,3,2.5,2420,9592,2.0,0,0,3_Average,8_Good,0,22
1269,470000.0,4,2.5,2680,8062,1.0,0,1,4_Good,7_Average,0,48
1270,2300000.0,4,3.25,4250,8570,2.0,0,0,3_Average,9_Better,0,11
1271,590000.0,3,2.5,2400,99752,1.0,0,0,3_Average,9_Better,0,19
1272,320000.0,3,1.75,2300,12000,1.0,0,0,3_Average,8_Good,0,73
1273,363000.0,2,2.0,920,1201,2.0,0,0,3_Average,8_Good,0,6
1274,747500.0,4,2.25,2350,18600,2.0,0,0,4_Good,9_Better,0,38
1275,750000.0,2,2.5,2630,7957,2.0,0,0,3_Average,8_Good,0,12
1276,831000.0,4,3.0,2170,4000,2.0,0,0,4_Good,9_Better,1,33
1277,403000.0,3,2.5,1700,4125,2.0,0,0,3_Average,7_Average,0,11
1278,445000.0,3,2.5,2470,4565,2.0,0,0,3_Average,7_Average,0,10
1279,345000.0,3,1.0,1250,17380,1.0,0,0,4_Good,7_Average,0,45
1280,2260000.0,3,3.5,3110,14872,1.0,0,0,3_Average,10_Very_Good,0,12
1281,371025.0,3,2.0,1530,8925,1.0,0,0,3_Average,7_Average,0,38
1282,355000.0,2,1.0,960,6250,1.0,0,0,3_Average,6_Low_Average,0,99
1283,270000.0,3,1.0,1240,14110,1.0,0,0,4_Good,7_Average,0,43
1284,425000.0,4,2.75,2440,15349,2.0,0,1,4_Good,7_Average,0,58
1285,364808.0,3,1.75,2320,7875,1.0,0,0,3_Average,8_Good,0,48
1286,320000.0,3,2.25,1580,6561,1.0,0,0,3_Average,8_Good,0,34
1287,325000.0,4,2.5,2963,5797,2.0,0,0,3_Average,9_Better,0,9
1288,350000.0,3,2.25,2470,10290,2.0,0,0,3_Average,8_Good,0,31
1289,170000.0,3,1.5,1370,10176,1.0,0,0,3_Average,6_Low_Average,0,68
1290,255000.0,2,1.0,960,28717,1.0,0,0,4_Good,6_Low_Average,0,31
1291,550000.0,3,1.0,1130,7500,1.0,0,0,3_Average,7_Average,0,68
1292,835000.0,4,4.25,4930,25714,2.0,0,0,3_Average,12_Luxury,0,10
1293,420000.0,3,1.0,1150,5120,1.0,0,0,4_Good,6_Low_Average,0,69
1294,925000.0,4,2.5,2190,7350,2.5,0,0,5_Very_Good,8_Good,0,57
1295,389250.0,2,1.5,1490,4080,1.0,0,0,3_Average,7_Average,0,59
1296,748000.0,3,2.5,2600,10183,1.0,0,0,3_Average,8_Good,0,11
1297,284000.0,3,1.75,1530,9600,1.0,0,0,3_Average,7_Average,0,27
1298,588000.0,4,2.0,1680,5000,1.0,0,0,3_Average,7_Average,0,65
1299,372500.0,3,1.75,1680,8648,1.0,0,0,4_Good,7_Average,0,52
1300,285000.0,4,3.0,1900,7194,2.0,0,0,4_Good,7_Average,0,27
1301,360000.0,3,1.0,1570,9467,1.0,0,0,3_Average,7_Average,0,61
1302,275000.0,3,1.0,1370,17859,1.0,0,0,4_Good,7_Average,0,85
1303,428000.0,2,2.0,1350,4225,1.0,0,0,3_Average,8_Good,0,12
1304,847000.0,6,2.5,3010,17864,2.0,0,0,3_Average,8_Good,0,46
1305,316000.0,3,1.0,1010,7838,1.0,0,0,4_Good,6_Low_Average,0,38
1306,375000.0,3,2.5,2050,7205,2.0,0,0,3_Average,8_Good,0,15
1307,533000.0,3,1.0,1670,4080,1.0,0,0,3_Average,7_Average,0,48
1308,556000.0,5,2.5,3840,16905,2.0,0,0,3_Average,11_Excellent,0,24
1309,225000.0,4,2.0,2220,14120,1.0,0,0,3_Average,7_Average,0,49
1310,537250.0,4,2.5,2590,9530,1.0,0,0,4_Good,8_Good,0,37
1311,255000.0,3,1.0,1180,13650,1.0,0,0,4_Good,7_Average,0,48
1312,530000.0,4,2.5,2950,4836,2.0,0,0,3_Average,7_Average,0,9
1314,595000.0,3,2.75,2150,31238,2.0,0,0,3_Average,9_Better,0,19
1315,548000.0,4,2.0,2100,8880,1.0,0,0,4_Good,7_Average,0,57
1316,234975.0,3,1.75,1650,8073,1.0,0,0,3_Average,7_Average,0,35
1317,600000.0,3,1.75,1620,1325,2.5,0,0,3_Average,9_Better,0,10
1318,432000.0,4,1.0,1750,12528,1.0,0,0,4_Good,7_Average,0,48
1319,455000.0,3,1.5,1380,6657,2.0,0,0,3_Average,7_Average,0,29
1320,279950.0,3,1.75,1510,11234,1.0,0,0,3_Average,7_Average,0,50
1321,267500.0,3,1.5,1600,9072,1.0,0,0,4_Good,7_Average,0,52
1322,620000.0,4,2.5,1840,220308,2.0,0,0,3_Average,8_Good,0,15
1323,110000.0,2,1.0,830,7590,1.0,0,0,2_Fair,6_Low_Average,0,72
1324,625000.0,3,3.5,1810,1846,2.0,0,0,4_Good,8_Good,0,6
1325,389000.0,2,1.0,910,7000,1.0,0,0,3_Average,7_Average,0,63
1326,1200000.0,4,2.0,2120,3360,2.0,0,0,3_Average,9_Better,0,110
1327,788500.0,4,2.25,2510,133729,2.0,0,0,4_Good,8_Good,0,38
1328,567000.0,5,2.25,2100,6936,1.0,0,0,3_Average,8_Good,0,41
1329,515000.0,2,2.25,2690,15000,1.0,0,1,3_Average,8_Good,0,28
1330,605000.0,4,2.5,2430,11870,1.0,0,0,5_Very_Good,8_Good,0,47
1331,430000.0,4,3.75,2452,4800,2.0,0,0,3_Average,7_Average,0,79
1332,805000.0,2,1.75,1550,6000,1.0,0,1,3_Average,7_Average,0,95
1333,567500.0,3,2.5,2080,4556,2.0,0,0,3_Average,8_Good,0,16
1334,647500.0,3,1.75,1290,3870,1.0,0,0,5_Very_Good,7_Average,0,99
1335,495000.0,2,1.75,1850,2530,2.5,0,0,4_Good,7_Average,0,112
1336,825000.0,4,2.5,3370,5000,2.0,0,0,3_Average,9_Better,0,9
1337,435000.0,4,2.25,2730,7506,2.0,0,0,4_Good,8_Good,0,28
1338,445950.0,3,1.75,1300,7800,1.0,0,0,5_Very_Good,7_Average,0,47
1339,960000.0,5,2.75,3040,10257,2.0,0,0,3_Average,10_Very_Good,0,22
1340,780000.0,4,3.0,2440,3600,1.5,0,0,5_Very_Good,8_Good,0,86
1341,274500.0,3,2.25,1720,9000,1.0,0,0,4_Good,8_Good,0,46
1342,729953.0,5,3.0,3230,5167,1.5,0,0,4_Good,8_Good,0,106
1343,464950.0,3,1.5,1200,890,2.0,0,0,3_Average,8_Good,0,7
1344,620000.0,4,1.75,2350,18800,1.0,0,1,3_Average,8_Good,0,56
1345,735000.0,4,3.5,3100,5600,2.0,0,0,3_Average,9_Better,0,10
1346,450000.0,4,2.25,2040,9565,1.0,0,0,3_Average,8_Good,0,56
1347,450000.0,4,1.0,2000,4676,1.5,0,0,3_Average,7_Average,0,99
1348,842500.0,4,2.5,2160,5298,2.5,0,0,4_Good,9_Better,0,113
1349,360000.0,3,2.0,1970,79714,1.0,0,0,3_Average,7_Average,0,36
1350,585000.0,3,2.5,2270,100545,2.0,0,0,3_Average,8_Good,0,17
1351,461000.0,3,2.25,1850,7923,1.0,0,0,4_Good,7_Average,0,38
1352,345000.0,2,1.0,1350,4494,1.0,0,0,3_Average,7_Average,0,66
1353,1080000.0,3,2.5,3280,10302,1.0,0,0,3_Average,10_Very_Good,0,45
1354,643000.0,4,2.5,2270,8391,2.0,0,0,3_Average,8_Good,0,27
1355,690000.0,4,2.5,2820,8307,2.0,0,0,3_Average,9_Better,0,25
1356,282000.0,4,1.0,1200,11111,1.5,0,0,3_Average,7_Average,0,66
1357,549000.0,3,1.75,2000,6130,1.0,0,0,4_Good,8_Good,0,64
1358,815000.0,3,2.0,2310,6000,2.0,0,1,4_Good,9_Better,0,89
1359,2200000.0,5,4.25,4640,22703,2.0,1,1,5_Very_Good,8_Good,0,63
1360,700000.0,3,2.25,2330,11424,2.0,0,0,4_Good,8_Good,0,31
1361,933399.0,3,2.5,3940,10360,2.0,0,0,3_Average,9_Better,0,23
1362,290000.0,3,1.0,1440,11250,1.0,0,0,3_Average,7_Average,0,48
1363,372000.0,4,1.75,1960,9300,1.0,0,0,5_Very_Good,7_Average,0,36
1364,450000.0,2,1.75,1250,2890,1.0,0,0,4_Good,7_Average,0,95
1365,303700.0,3,2.5,1981,5700,2.0,0,0,3_Average,8_Good,0,5
1366,672000.0,4,2.5,2440,10049,2.0,0,0,4_Good,9_Better,0,26
1367,334000.0,4,1.5,1150,9360,1.5,0,0,3_Average,6_Low_Average,0,45
1368,260000.0,2,1.0,1120,5650,1.0,0,0,3_Average,6_Low_Average,0,71
1369,749950.0,3,1.75,1800,5700,1.0,0,0,4_Good,8_Good,0,74
1370,330000.0,4,2.25,2380,122038,2.0,0,0,4_Good,8_Good,0,31
1371,830000.0,5,3.0,2920,2808,2.0,0,0,3_Average,8_Good,0,55
1372,1130000.0,3,2.25,2790,13791,1.0,0,1,3_Average,8_Good,0,9
1373,320000.0,3,1.0,1560,7552,1.0,0,0,4_Good,6_Low_Average,0,67
1374,260000.0,2,1.0,1550,15250,1.5,0,0,5_Very_Good,7_Average,0,95
1375,225000.0,3,2.0,1700,11475,1.0,0,0,5_Very_Good,6_Low_Average,0,70
1376,279200.0,1,1.0,640,6350,1.0,0,0,3_Average,5_Fair,0,76
1377,520000.0,4,3.5,2680,10000,2.0,0,0,3_Average,8_Good,1,73
1378,505000.0,3,2.5,1860,8060,2.0,0,0,4_Good,8_Good,0,28
1379,234000.0,3,1.75,1490,8366,1.0,0,0,4_Good,7_Average,0,40
1380,503000.0,4,2.5,2470,5044,2.0,0,0,3_Average,9_Better,0,10
1381,606000.0,4,2.25,2390,8858,1.0,0,0,4_Good,8_Good,0,36
1382,433500.0,3,1.0,1230,6000,1.0,0,0,4_Good,7_Average,0,78
1383,250000.0,3,1.5,2840,10182,1.0,0,0,3_Average,8_Good,0,64
1384,719000.0,3,2.5,2120,9307,2.0,0,0,4_Good,9_Better,0,31
1385,381000.0,3,2.0,1770,14400,1.0,0,0,4_Good,8_Good,0,56
1386,267000.0,3,2.5,2495,4400,2.0,0,0,3_Average,8_Good,0,8
1387,275000.0,1,0.75,1170,14149,1.0,0,0,5_Very_Good,7_Average,0,53
1388,651000.0,4,2.5,2740,7140,2.0,0,0,3_Average,8_Good,0,22
1389,439000.0,2,1.0,1050,5671,1.0,0,0,3_Average,7_Average,0,66
1390,325000.0,2,1.0,1130,5070,1.0,0,0,4_Good,7_Average,0,60
1391,490000.0,2,1.0,880,6380,1.0,0,0,3_Average,7_Average,0,77
1392,519900.0,4,2.5,2403,6172,2.0,0,0,3_Average,9_Better,0,16
1393,545000.0,4,2.75,3410,35040,2.0,0,0,3_Average,9_Better,0,31
1394,1060000.0,4,4.0,5320,20041,2.0,0,0,3_Average,11_Excellent,0,12
1395,542000.0,4,1.75,1900,8250,1.0,0,0,4_Good,7_Average,0,60
1396,465000.0,4,1.75,1810,21650,2.0,0,0,4_Good,7_Average,0,54
1397,408000.0,2,2.0,1200,3900,1.0,0,0,3_Average,8_Good,0,9
1398,292000.0,4,2.5,2060,5950,2.0,0,0,3_Average,8_Good,0,15
1399,253000.0,3,1.75,1250,10122,1.0,0,0,3_Average,7_Average,0,21
1400,280000.0,2,1.0,910,4662,1.0,0,0,5_Very_Good,6_Low_Average,0,73
1401,658588.0,3,2.25,2560,41346,2.0,0,0,3_Average,10_Very_Good,0,29
1402,635000.0,4,2.25,1920,8910,1.0,0,0,4_Good,8_Good,0,46
1403,439000.0,4,2.25,2240,8300,2.0,0,0,3_Average,8_Good,0,37
1404,300000.0,3,2.5,1260,3855,2.0,0,0,3_Average,8_Good,0,16
1405,345000.0,3,1.5,1360,13496,1.0,0,0,4_Good,8_Good,0,55
1406,283500.0,4,2.25,2100,8050,2.0,0,0,3_Average,8_Good,0,37
1407,425000.0,2,1.0,2110,4920,1.5,0,0,3_Average,7_Average,0,104
1408,685000.0,3,1.75,2210,8955,1.0,0,1,3_Average,8_Good,0,41
1409,750000.0,3,2.5,2360,12987,2.0,0,0,3_Average,8_Good,0,32
1410,245000.0,4,1.5,1280,8000,1.0,0,0,3_Average,6_Low_Average,0,55
1411,585444.0,6,3.75,2740,6924,1.0,0,1,3_Average,7_Average,0,53
1412,706000.0,4,2.5,2740,7571,2.0,0,0,3_Average,9_Better,0,6
1413,445000.0,4,2.0,2630,9099,1.5,0,0,3_Average,7_Average,0,71
1414,241000.0,3,2.0,1650,6000,1.0,0,0,3_Average,7_Average,0,25
1415,1180000.0,2,2.5,1770,7155,2.0,1,1,3_Average,8_Good,0,58
1416,530000.0,3,1.0,1500,5750,1.5,0,0,4_Good,7_Average,0,88
1417,350000.0,3,1.5,1430,12199,1.0,0,0,3_Average,7_Average,0,67
1418,1700000.0,4,3.75,3190,17186,2.0,1,1,3_Average,10_Very_Good,0,16
1419,389000.0,3,1.0,1280,9630,1.0,0,0,3_Average,7_Average,0,47
1420,799000.0,4,2.75,2390,6820,2.0,0,0,4_Good,7_Average,0,70
1421,1400000.0,4,2.5,4040,9630,1.0,0,1,4_Good,9_Better,0,64
1422,340895.0,2,1.0,920,8612,1.0,0,0,5_Very_Good,7_Average,0,68
1423,780000.0,4,2.5,2730,10281,2.0,0,1,3_Average,9_Better,0,19
1424,350000.0,2,1.5,1320,73600,1.0,0,0,3_Average,7_Average,0,22
1425,470000.0,3,2.5,2620,4874,2.0,0,0,3_Average,7_Average,0,16
1426,914600.0,4,3.0,3180,80837,2.0,0,0,3_Average,11_Excellent,0,30
1427,354000.0,4,2.5,2900,4762,2.0,0,0,3_Average,8_Good,0,10
1428,470000.0,5,2.0,1900,6000,1.5,0,0,4_Good,6_Low_Average,0,95
1429,715000.0,3,2.0,1760,5400,1.0,0,0,5_Very_Good,7_Average,0,88
1430,265000.0,2,1.0,760,4000,1.0,0,0,4_Good,6_Low_Average,0,65
1431,2540000.0,4,3.0,3710,20000,2.0,0,1,5_Very_Good,10_Very_Good,0,79
1432,640000.0,3,1.0,1530,4944,1.0,0,0,3_Average,7_Average,0,65
1433,290000.0,4,1.75,1990,18900,2.0,0,0,4_Good,7_Average,0,86
1435,535000.0,3,2.0,2040,5600,1.0,0,1,5_Very_Good,7_Average,0,61
1436,907000.0,3,1.75,2170,12220,1.0,0,0,5_Very_Good,8_Good,0,50
1437,459000.0,3,1.75,1620,7330,1.0,0,0,4_Good,7_Average,0,41
1438,1360000.0,3,2.5,3600,21399,1.0,0,1,3_Average,9_Better,1,65
1439,264950.0,3,1.5,1470,11599,1.0,0,0,3_Average,7_Average,0,48
1441,491500.0,3,2.25,2230,13100,1.0,0,0,4_Good,8_Good,0,41
1442,1230000.0,4,3.5,3770,37034,2.0,0,0,3_Average,10_Very_Good,0,26
1443,369500.0,3,1.0,1200,9194,1.0,0,0,4_Good,7_Average,0,63
1444,566000.0,3,2.5,2090,6294,2.0,0,0,3_Average,9_Better,0,11
1445,290000.0,3,2.25,1500,7308,1.0,0,0,4_Good,7_Average,0,47
1447,180000.0,3,1.0,870,5330,1.0,0,0,3_Average,6_Low_Average,0,46
1448,215000.0,2,1.0,1010,6000,1.0,0,0,4_Good,6_Low_Average,0,71
1449,302000.0,2,1.0,1010,6000,1.0,0,0,4_Good,6_Low_Average,0,71
1450,352500.0,3,1.75,1860,7881,1.0,0,0,3_Average,7_Average,0,29
1451,235867.0,4,2.0,1330,5926,1.0,0,0,4_Good,5_Fair,0,73
1452,500000.0,3,2.25,1760,11946,2.0,0,0,3_Average,8_Good,0,37
1453,382000.0,3,2.25,1800,4500,2.0,0,0,3_Average,7_Average,0,20
1454,515000.0,5,2.5,1690,2402,1.5,0,0,3_Average,7_Average,0,85
1455,250000.0,1,1.0,660,2600,1.0,0,0,3_Average,6_Low_Average,0,96
1456,672500.0,3,2.25,2400,5300,1.5,0,0,4_Good,7_Average,0,76
1457,755000.0,3,2.25,3020,13031,2.0,0,0,3_Average,9_Better,0,26
1458,707500.0,3,1.0,1500,2555,2.0,0,1,3_Average,7_Average,0,105
1459,459000.0,4,2.0,1560,3840,1.0,0,0,4_Good,6_Low_Average,0,91
1460,140000.0,3,1.0,1090,10620,1.5,0,0,3_Average,7_Average,0,56
1461,495000.0,2,1.0,970,4284,1.0,0,0,3_Average,7_Average,0,110
1462,757000.0,3,3.25,3190,5283,2.0,0,0,3_Average,9_Better,0,8
1463,765000.0,3,3.25,3190,5283,2.0,0,0,3_Average,9_Better,0,8
1464,359000.0,4,1.5,1890,6052,1.0,0,0,4_Good,7_Average,0,60
1465,440000.0,3,1.0,1050,7500,1.0,0,0,3_Average,6_Low_Average,0,115
1466,400000.0,4,1.5,1390,7200,1.0,0,0,3_Average,7_Average,0,50
1467,652000.0,3,2.0,1700,4080,1.0,0,0,4_Good,7_Average,0,74
1468,260000.0,3,1.75,1050,5850,1.0,0,0,3_Average,7_Average,0,35
1469,1330000.0,5,3.0,3340,10796,1.0,0,1,3_Average,9_Better,0,51
1470,519500.0,4,2.0,1540,17859,1.0,0,0,3_Average,6_Low_Average,0,51
1471,650000.0,3,1.0,1710,5992,1.5,0,0,4_Good,7_Average,0,87
1472,280000.0,4,2.25,2100,8075,2.0,0,0,3_Average,8_Good,0,37
1473,515000.0,4,1.75,1730,7980,1.0,0,0,4_Good,8_Good,0,50
1474,400000.0,3,2.25,1500,2692,2.0,0,0,3_Average,7_Average,0,29
1475,652100.0,3,2.5,2380,5017,2.0,0,0,3_Average,9_Better,0,12
1476,235000.0,6,3.0,2180,7956,2.0,0,0,3_Average,7_Average,0,35
1477,701000.0,4,1.5,1840,10080,2.0,0,0,3_Average,8_Good,0,108
1478,640000.0,4,2.5,2341,9594,2.0,0,0,3_Average,9_Better,0,18
1479,455800.0,3,2.5,1690,4584,2.0,0,0,3_Average,7_Average,0,13
1480,504750.0,3,2.5,2490,21937,2.0,0,0,3_Average,8_Good,0,22
1481,483000.0,3,3.0,2440,15540,2.0,0,0,3_Average,9_Better,0,23
1482,530000.0,3,0.75,920,20412,1.0,0,1,5_Very_Good,6_Low_Average,0,65
1483,250000.0,2,1.0,1030,8786,1.0,0,0,3_Average,6_Low_Average,0,59
1484,229950.0,5,2.75,2000,5885,1.0,0,0,3_Average,7_Average,0,21
1485,884744.0,4,3.5,4210,9414,2.0,0,0,3_Average,9_Better,0,14
1486,514000.0,3,1.5,1610,9964,1.0,0,0,3_Average,7_Average,0,38
1487,532000.0,3,2.25,1910,35015,1.0,0,0,4_Good,8_Good,0,38
1488,423000.0,4,2.5,2660,5539,2.0,0,0,3_Average,8_Good,0,11
1489,420000.0,2,1.0,820,4025,1.0,0,1,5_Very_Good,6_Low_Average,0,93
1490,521000.0,3,1.75,1730,18250,1.0,0,0,3_Average,8_Good,0,27
1491,577000.0,4,2.25,2360,7490,2.0,0,0,3_Average,8_Good,0,36
1492,425000.0,3,1.0,970,8040,1.0,0,0,3_Average,7_Average,0,59
1493,495000.0,4,2.5,2460,4862,2.0,0,0,3_Average,8_Good,0,11
1494,340000.0,3,2.5,2690,8577,2.0,0,0,3_Average,9_Better,0,28
1495,499950.0,3,3.5,1820,1991,2.0,0,0,3_Average,8_Good,0,1
1496,1220000.0,4,3.0,3470,4750,2.0,0,1,3_Average,9_Better,0,1
1497,720000.0,4,2.75,3370,7634,1.0,0,1,5_Very_Good,8_Good,0,38
1498,249000.0,3,1.5,1700,8247,1.0,0,0,3_Average,7_Average,0,45
1499,206135.0,3,1.0,1340,11070,1.0,0,0,4_Good,7_Average,0,37
1500,300000.0,5,2.75,2000,9276,2.0,0,0,4_Good,7_Average,0,47
1501,612000.0,6,3.0,3840,14040,1.5,0,1,3_Average,8_Good,0,66
1502,1100000.0,5,2.5,3890,27311,2.0,0,1,3_Average,10_Very_Good,0,65
1503,230000.0,4,2.0,1220,9100,1.5,0,0,4_Good,7_Average,0,45
1504,850000.0,3,1.0,2280,4600,1.0,0,1,3_Average,8_Good,0,79
1505,355000.0,4,2.5,2770,7000,1.0,0,0,4_Good,7_Average,0,36
1506,442000.0,4,2.5,2520,7253,2.0,0,0,3_Average,9_Better,0,25
1507,399000.0,4,3.0,3060,5000,2.0,0,0,3_Average,8_Good,0,14
1508,360000.0,4,2.5,2390,7115,2.0,0,0,3_Average,9_Better,0,16
1509,390000.0,3,1.75,1320,7725,1.0,0,0,3_Average,8_Good,0,37
1510,413000.0,5,2.5,2900,8711,1.0,0,0,3_Average,8_Good,0,38
1511,190000.0,2,1.0,700,9500,1.0,0,0,3_Average,6_Low_Average,0,64
1512,432900.0,3,2.5,2210,9226,2.0,0,0,3_Average,8_Good,0,17
1513,621138.0,3,2.25,2180,7741,2.0,0,0,3_Average,9_Better,0,29
1514,270000.0,3,2.25,2080,4252,1.5,0,0,3_Average,7_Average,0,12
1515,610000.0,4,2.25,2090,35040,1.0,0,0,3_Average,8_Good,0,35
1516,500000.0,3,2.0,1720,5525,1.0,0,1,5_Very_Good,7_Average,0,74
1517,715000.0,4,2.25,2460,40635,1.0,0,0,5_Very_Good,8_Good,0,47
1518,264000.0,3,1.5,1470,14821,1.0,0,0,4_Good,7_Average,0,57
1519,550000.0,3,1.75,1650,3200,1.5,0,0,3_Average,8_Good,0,114
1520,337000.0,3,2.0,1690,9087,1.0,0,0,3_Average,8_Good,0,18
1521,170000.0,3,1.0,970,8710,1.0,0,0,4_Good,6_Low_Average,0,53
1522,405000.0,4,2.5,2030,9095,1.0,0,0,4_Good,7_Average,0,43
1523,775000.0,4,2.5,2540,28563,1.0,0,0,3_Average,10_Very_Good,0,31
1524,425000.0,3,2.25,1570,7475,1.0,0,0,4_Good,7_Average,0,32
1525,713000.0,5,2.75,2580,9242,2.0,0,1,4_Good,8_Good,0,48
1526,555000.0,5,2.5,2090,8712,1.0,0,0,3_Average,8_Good,0,49
1527,810000.0,4,2.5,3260,5608,2.0,0,0,3_Average,9_Better,0,12
1528,1250000.0,4,3.75,3830,41263,2.0,0,0,4_Good,11_Excellent,0,25
1529,819000.0,3,3.5,2130,6150,2.0,0,1,5_Very_Good,8_Good,0,107
1530,409900.0,3,2.5,1690,1200,2.0,0,0,3_Average,8_Good,0,2
1531,935000.0,2,2.5,1780,2067,2.0,0,0,5_Very_Good,9_Better,0,41
1532,657500.0,4,1.75,1620,7560,1.0,0,1,4_Good,7_Average,0,68
1533,900000.0,6,3.75,4210,6105,2.0,0,0,3_Average,9_Better,0,7
1534,932800.0,5,3.25,2980,7095,2.5,0,0,3_Average,9_Better,1,17
1535,391000.0,3,2.0,1490,9000,1.0,0,0,4_Good,8_Good,0,38
1536,420000.0,4,2.5,2110,9825,2.0,0,0,3_Average,8_Good,0,15
1537,1300000.0,6,3.5,6563,32670,2.0,0,0,3_Average,10_Very_Good,0,13
1538,415000.0,3,1.5,1510,16800,1.0,0,0,5_Very_Good,8_Good,0,59
1539,350000.0,3,1.75,1830,9425,1.0,0,0,3_Average,8_Good,0,69
1540,375000.0,2,1.0,1230,1820,2.0,0,0,4_Good,7_Average,0,67
1541,860000.0,3,1.75,2180,14135,1.0,0,1,5_Very_Good,8_Good,0,68
1542,495000.0,4,2.25,2220,8872,1.0,0,0,4_Good,8_Good,0,54
1543,250000.0,4,2.25,1730,8400,1.0,0,0,3_Average,7_Average,0,53
1544,365000.0,4,2.25,1990,21312,1.0,0,0,4_Good,8_Good,0,47
1545,503000.0,3,2.75,1540,6760,1.0,0,0,5_Very_Good,7_Average,0,35
1546,150000.0,2,1.0,1100,7200,1.0,0,0,4_Good,6_Low_Average,0,71
1547,450000.0,4,1.75,1640,1480,1.0,0,0,4_Good,7_Average,0,103
1548,355000.0,4,3.0,2590,7213,2.0,0,0,3_Average,8_Good,0,14
1549,245000.0,3,2.0,1450,9333,2.0,0,0,4_Good,7_Average,0,43
1550,265900.0,3,2.0,1180,7793,1.0,0,0,4_Good,7_Average,0,23
1551,299000.0,4,2.5,1820,7575,1.0,0,0,3_Average,7_Average,0,40
1552,957500.0,4,2.25,2360,11523,2.0,0,0,4_Good,10_Very_Good,0,47
1553,343000.0,3,1.0,1120,7250,1.0,0,0,4_Good,7_Average,0,43
1554,307500.0,3,2.25,1646,7364,2.0,0,0,3_Average,7_Average,0,21
1555,937500.0,5,3.75,4210,14599,2.0,0,1,3_Average,10_Very_Good,0,11
1556,610000.0,3,3.0,2480,45302,1.0,0,0,4_Good,8_Good,0,39
1557,720000.0,3,1.5,1590,7080,1.0,0,1,3_Average,8_Good,0,63
1558,610000.0,4,2.0,2130,2620,1.5,0,0,5_Very_Good,7_Average,0,96
1559,434500.0,3,1.75,1650,7965,1.0,0,0,4_Good,7_Average,0,48
1560,602500.0,2,2.5,3090,47044,1.0,0,0,4_Good,10_Very_Good,0,36
1561,607010.0,4,2.5,2180,4000,2.0,0,0,3_Average,8_Good,0,13
1562,610000.0,3,1.0,1800,5750,1.0,0,0,3_Average,7_Average,0,68
1563,828500.0,4,2.5,3720,35000,2.0,0,0,3_Average,10_Very_Good,0,32
1564,199990.0,3,1.0,1100,8560,1.0,0,0,3_Average,6_Low_Average,0,54
1565,294000.0,3,1.75,1530,9362,1.0,0,0,3_Average,7_Average,0,28
1566,789500.0,4,2.5,3010,6100,2.0,0,0,3_Average,9_Better,0,10
1567,797000.0,3,3.5,3500,9473,2.0,0,0,3_Average,10_Very_Good,0,7
1568,539950.0,5,3.0,3100,5250,2.0,0,0,3_Average,7_Average,0,9
